,region,council,date_issued,council_ref,location_all,location_street,location_suburb,location_area,legal_description, consent_value ,description
13627,Wellington,Wellington,13-May-16,358603,8 Countess Close Maupuia  Wellington,8 Countess Close,Maupuia,,"LOT  14  DP 60917 , LOT  1  DP 81945","$5,000.00 ",r1 - quick consent: installation of a freestanding woodburner (masport r1600).
13628,Wellington,Wellington,13-May-16,358178,3 Atlanta Grove Brooklyn  Wellington,3 Atlanta Grove,Brooklyn,,LOT  4  DP 33382,"$5,000.00 ",r1 - quick consent: installing freestanding woodburner.
13629,Wellington,Wellington,13-May-16,358399,192 Melbourne Road Island Bay  Wellington,192 Melbourne Road,Island Bay,,LOT  4  DP 1911,"$5,000.00 ",r1 - quick consent: installing freestanding masport talisman woodburner
13647,Wellington,Wellington,17-May-16,351349,21 Hanover Street Wadestown  Wellington,21 Hanover Street,Wadestown,,"LOT  1  DP 73790 , PT SEC  3      DISTRICT KAIWHARAWHARA","$150,000.00 ",r1 renovation of entire downstairs of existing house and small addition under existing roof. new wood burner fire.
13664,Wellington,Wellington,19-May-16,358185,113 Hamilton Road Hataitai  Wellington,113 Hamilton Road,Hataitai,,LOT  8  DP 7821,"$5,000.00 ",r1 - quick consent: installation of an inbuilt woodburner (firenzo athena bay) into existing masonry chimney.
13665,Wellington,Wellington,19-May-16,358435,9 Box Hill Khandallah  Wellington,9 Box Hill,Khandallah,,LOT  3  DP 46310,"$5,000.00 ",r2 - quick consent: installation of an inbuilt woodburner (firenzo kompact diva) into existing masonry chimney.
13666,Wellington,Wellington,19-May-16,358188,65 Rhine Street Island Bay  Wellington,65 Rhine Street,Island Bay,,LOT  12  DP 7232,"$5,000.00 ","r1 - quick consent - (aka: 65a rhine street, island bay) installation of a freestanding woodburner (bosca 360)."
13677,Wellington,Wellington,20-May-16,358191,15A Hoggard Street Vogeltown  Wellington,15A Hoggard Street,Vogeltown,,LOT  2  DP 19185,"$5,000.00 ",r2 - quick consent: installation of a freestanding woodburner (masport r1500 legs).
13723,Wellington,Wellington,31-May-16,356782,12 Rochester Street Wilton  Wellington,12 Rochester Street,Wilton,,LOT  15  DP 17839,"$5,000.00 ",r1 - quick consent - installation of a new metro tiny ped freestanding woodburner
13724,Wellington,Wellington,31-May-16,359093,7 Rakau Road Hataitai  Wellington,7 Rakau Road,Hataitai,,LOT  7  DP 4599,"$5,000.00 ",r1 - quick consent: installation of a freestanding woodburner; installation of two new sky lights.
13725,Wellington,Wellington,31-May-16,359555,37 Farm Road Northland  Wellington,37 Farm Road,Northland,,LOT  2  DP 9979,"$5,000.00 ",r1 - quick consent: installation of ethos phoenix freestanding woodburner.
13741,Wellington,Wellington,7-Jun-16,360216,19 Todman Street Brooklyn  Wellington,19 Todman Street,Brooklyn,,LOT  2  DP 28101,$100.00 ,r1 - quick consent: installation of a freestanding woodburner (bosca 380).
13759,Wellington,Wellington,9-Jun-16,360119,10 Revans Street Miramar  Wellington,10 Revans Street,Miramar,,LOT  9  DP 25620,$850.00 ,r3 - quick consent: installing freestanding metro tiny rad woodburner.
13760,Wellington,Wellington,9-Jun-16,360373,104 Weka Street Miramar  Wellington,104 Weka Street,Miramar,,"FLAT 2 DP 60127  ,",$100.00 ,r2 - quick consent - installation of a jayline spitfire freestanding woodburner.
13769,Wellington,Wellington,10-Jun-16,359377,25 Huntingdon Street Northland  Wellington,25 Huntingdon Street,Northland,,LOT  100  DP 20263,"$3,500.00 ",r1 - quick consent: inbuilt metrofire smart insert woodburner.
13770,Wellington,Wellington,10-Jun-16,360366,35 Tarikaka Street Ngaio  Wellington,35 Tarikaka Street,Ngaio,,LOT  2  DP 87950,"$3,500.00 ",r1 - quick consent: installation of freestanding woodburner (metro wee rad 1).
13772,Wellington,Wellington,10-Jun-16,360218,2 Guadeloupe Crescent Grenada Village  Wellington,2 Guadeloupe Crescent,Grenada Village,,"LOTs 8 & 9  DP 45641 , LOT  205  DP 46207 , LOT  206  DP 46826",$100.00 ,"r2 - quick consent: installation of a freestanding woodburner (woodsman ecr novo). (flat 2 - 52 guadeloupe crescent, grenada village)."
13773,Wellington,Wellington,10-Jun-16,360367,96 Maupuia Road Maupuia  Wellington,96 Maupuia Road,Maupuia,,LOT  24  DP 8389,$100.00 ,r1 - quick consent: installation of a freestanding woodburner (masport r1500 legs).
13775,Wellington,Wellington,13-Jun-16,360018,12 Hawker Street Mt Victoria  Wellington,12 Hawker Street,Mt Victoria,,PT LOT  5  DP 44,"$35,000.00 ",r2 - quick consent - conversion of first floor kitchen/bedroom area into open planned kitchen/dining area. installation of a pyroclassic wood burner.
13786,Wellington,Wellington,13-Jun-16,360612,16 Paddington Grove Karori  Wellington,16 Paddington Grove,Karori,,LOT  20  DP 33793,"$1,000.00 ",r2 - quick consent - installation of a freestanding woodburner (bosca limit 380).
13787,Wellington,Wellington,13-Jun-16,360617,3A Harland Street Brooklyn  Wellington,3A Harland Street,Brooklyn,,LOT  2  DP 34038,"$1,000.00 ",r2 - quick consent - installation of a freestanding woodburner (firenzo contessa ag).
13790,Wellington,Wellington,14-Jun-16,360665,82 South Karori Road Karori  Wellington,82 South Karori Road,Karori,,LOT  2  DP 20815,"$1,000.00 ",r2 - quick consent: installation of a freestanding woodburner (masport r5000 ped).
13793,Wellington,Wellington,14-Jun-16,360765,57 Reuben Avenue Brooklyn  Wellington,57 Reuben Avenue,Brooklyn,,LOT  14  DP 1756,"$4,500.00 ",r1 - quick consent - installation of a new inbuilt woodburner into an existing chimney.
13797,Wellington,Wellington,14-Jun-16,360510,11 Farnham Street Mornington  Wellington,11 Farnham Street,Mornington,,PT LOT  3  DP 13482,"$3,500.00 ",r1 - quick consent - installing new freestanding masport minos 2 wood burner.
13799,Wellington,Wellington,15-Jun-16,360471,157 The Ridgeway Mornington  Wellington,157 The Ridgeway,Mornington,,LOT  43  DP 10105,"$4,000.00 ",r1 - quick consent - installation of a metro xtreme ped free-standing woodburner.
13808,Wellington,Wellington,16-Jun-16,360764,22 Lochiel Road Khandallah  Wellington,22 Lochiel Road,Khandallah,,LOT  1  DP 23666,"$4,500.00 ",r2 - quick consent - installation of a masport le4000 inbuilt woodburner into an existing chimney on a tile hearth.
13809,Wellington,Wellington,16-Jun-16,360810,48H Ashton Fitchett Drive Brooklyn  Wellington,48H Ashton Fitchett Drive,Brooklyn,,LOT  10  DP 462620,"$2,000.00 ",r1 - quick consent - installing new freestanding bosca limit 380 woodburner.
13811,Wellington,Wellington,17-Jun-16,360661,14 Bourbon Terrace Karori  Wellington,14 Bourbon Terrace,Karori,,LOT  31  DP 21445,"$3,500.00 ",r1 - quick consent: installation of an inbuilt woodburner (firenzo kompact diva) into existing masonry chimney.
13822,Wellington,Wellington,17-Jun-16,361045,3 Westra View Tawa  Wellington,3 Westra View,Tawa,,LOT  38  DP 48795,"$4,200.00 ",r2 - quick consent - replacing existing woodburner with freestanding metro tiny ped.
13844,Wellington,Wellington,21-Jun-16,361224,148 Owhiro Bay Parade Owhiro Bay  Wellington,148 Owhiro Bay Parade,Owhiro Bay,,LOT  17  DP 10394,$100.00 ,r2 - quick consent - installation of an inbuilt masport bannockburn l2000 woodburner into an existing masonry chimney.
13845,Wellington,Wellington,21-Jun-16,361463,29 Mairangi Road Wadestown  Wellington,29 Mairangi Road,Wadestown,,PT LOT  1  DP 4998,$100.00 ,r1 - quick consent - installation of an inbuilt masport bannockburn l2000 woodburner into existing masonry chimney.
13888,Wellington,Wellington,24-Jun-16,361464,7 Burwah Street Berhampore  Wellington,7 Burwah Street,Berhampore,,LOT  47  DP 1398,$100.00 ,r1 - quick consent - installation of a freestanding bosca firepoint 360 woodburner.
13918,Wellington,Wellington,30-Jun-16,360355,87 Overtoun Terrace Hataitai  Wellington,87 Overtoun Terrace,Hataitai,,LOT  1  DP 9540,"$30,000.00 ","c1 - alterations to kitchen, laundry, bathroom and ensuite, and window opening. proposed new woodburner."
13944,Wellington,Wellington,30-Jun-16,361631,173 Ohariu Road Johnsonville  Wellington,173 Ohariu Road,Johnsonville,,PT LOT  58  DP 8756,"$3,250.00 ",r1- quick consent - installation of masport r1500 p free standing woodburner.
13945,Wellington,Wellington,30-Jun-16,361629,944 Ohariu Valley Road Ohariu  Wellington,944 Ohariu Valley Road,Ohariu,,"LOT  12  DP 27582 , LOT  1  DP 83802",$100.00 ,r2- quick consent - installation of freestanding masport hestia wood fire on hearth.
13946,Wellington,Wellington,30-Jun-16,361572,91 Derwent Street Island Bay  Wellington,91 Derwent Street,Island Bay,,LOT  38  BLK II DP   1340,$100.00 ,r1 - quick consent - installation of a freestanding warmington studio stove woodburner.
13947,Wellington,Wellington,30-Jun-16,361708,4 Hillcroft Road Horokiwi  Wellington,4 Hillcroft Road,Horokiwi,,LOT  14  DP 52197,$100.00 ,r2 - quick consent - installation of a freestanding warmington cardrona cooker woodburner.
13948,Wellington,Wellington,30-Jun-16,361218,19 Asquith Terrace Brooklyn  Wellington,19 Asquith Terrace,Brooklyn,,LOT  1  DP 63024,$100.00 ,r1 - quick consent - installation of a bosca limit 380 free-standing woodburner.
13982,Wellington,Wellington,20-Jul-16,362751,23 Gloucester Street Wilton  Wellington,23 Gloucester Street,Wilton,,LOT  2  DP 21501,$100.00 ,"r2 - quick consent - installing inbuilt woodburner. (aka - 23a goulcester street, wilton)."
13991,Wellington,Wellington,21-Jul-16,363477,112 Severn Street Island Bay  Wellington,112 Severn Street,Island Bay,,LOT  1  DP 22678,$100.00 ,r1 - quick consent - installation of a freestanding masport hestia 2 clean air woodburner.
14001,Wellington,Wellington,22-Jul-16,363763,1 Indira Place Khandallah  Wellington,1 Indira Place,Khandallah,,LOT  1  DP 43442,"$5,000.00 ",r2 - quick consent - installation of an inbuilt firenzo kompact ag diva woodburner into existing masonry chimney.
14002,Wellington,Wellington,22-Jul-16,363510,43 Lakewood Avenue Churton Park  Wellington,43 Lakewood Avenue,Churton Park,,LOT  42  DP 57671,"$5,000.00 ",r2 - quick consent - installation of a freestanding masport r1600 woodburner.
14004,Wellington,Wellington,22-Jul-16,363487,7A Tisdall Street Karori  Wellington,7A Tisdall Street,Karori,,LOTs 2 & 3  DP 24686,$100.00 ,r2 - quick consent - installation of an inbuilt ethos ares woodburner into existing masonry chimney.
14054,Wellington,Wellington,29-Jul-16,363327,121 Hataitai Road Hataitai  Wellington,121 Hataitai Road,Hataitai,,LOT  11  DP 2908,"$1,000.00 ",r1- quick consent - brand new wood burner installed by wellington fireplaces on tiled hearth in living room.
14055,Wellington,Wellington,29-Jul-16,362692,17 Baroda Street Khandallah  Wellington,17 Baroda Street,Khandallah,,LOT  3  DP 22194,"$1,000.00 ",r1 - quick consent - installation of a freestanding metro eco xtreme rad woodburner.
14135,Wellington,Wellington,30-Jul-16,362294,11 Maraval Crescent Grenada Village  Wellington,11 Maraval Crescent,Grenada Village,,LOT  63  DP 67812,"$5,000.00 ",r1 - quick consent - installation of a freestanding masport r5000 ped woodburner.
14137,Wellington,Wellington,30-Jul-16,362851,73 Totara Road Miramar  Wellington,73 Totara Road,Miramar,,LOT  4  DP 9213,"$5,000.00 ",r2 - quick consent - installation of an inbuilt firenzo kompact ag diva woodburner into existing masonry chimney.
14138,Wellington,Wellington,30-Jul-16,362679,1 Crawford Road Kilbirnie  Wellington,1 Crawford Road,Kilbirnie,,LOT  1  DP 28077,"$5,000.00 ",r2 - quick consent - installation of a freestanding firenzo encore ag dry woodburner.
14139,Wellington,Wellington,30-Jul-16,361954,71 Woodland Road Johnsonville  Wellington,71 Woodland Road,Johnsonville,,LOT  2  DP 27342,"$5,000.00 ",r2 - quick consent - installation of a free standing jayline spitfire clean air 2006 woodburner.
14140,Wellington,Wellington,30-Jul-16,362314,15 Epic Way Newlands  Wellington,15 Epic Way,Newlands,,LOT  3  DP 403079,"$5,000.00 ",r1 - quick consent - installation of a freestanding metro eco tiny rad woodburner.
14141,Wellington,Wellington,30-Jul-16,362620,3 Nadia Grove Khandallah  Wellington,3 Nadia Grove,Khandallah,,LOT  21  DP 40266,"$5,000.00 ",r1-installation of freestanding metro ambie plus wood fire
14142,Wellington,Wellington,30-Jul-16,362688,7 Caledonia Street Miramar  Wellington,7 Caledonia Street,Miramar,,LOT  207  DP 5209,"$5,000.00 ",r1 - quick consent - installation of a freestanding masport r1500l woodburner.
14143,Wellington,Wellington,30-Jul-16,362682,53 Rhine Street Island Bay  Wellington,53 Rhine Street,Island Bay,,LOT  4  DP 7077,"$5,000.00 ",r1 - quick consent - installation of a freestanding ethos genesis woodburner.
14148,Wellington,Wellington,30-Jul-16,360370,6 Ribble Street Island Bay  Wellington,6 Ribble Street,Island Bay,,"PT LOT  31  BLK I DP   1340  , PT LOT  32  BLK I  DP   1340  , PT LOT  33  BLK I  DP   1340","$3,000.00 ",r2 - quick consent - installation of an inbuilt metro eco smart woodburner.
14150,Wellington,Wellington,30-Jul-16,362619,27 Fernhaven Grove Newlands  Wellington,27 Fernhaven Grove,Newlands,,LOT  11  DP 56585,"$3,000.00 ",r1- replacement swapover of old fireplace with new masport r1500 ped freestanding wood burner (flat 2 aka 27b fernhaven grove)
14154,Wellington,Wellington,30-Jul-16,360361,9 Middlesex Place Northland  Wellington,9 Middlesex Place,Northland,,LOT  70  DP 33790,"$1,000.00 ",r1 - quick consent: installation of a freestanding metro xtreme rad woodburner.
14157,Wellington,Wellington,30-Jul-16,362404,529 Horokiwi Road Horokiwi  Wellington,529 Horokiwi Road,Horokiwi,,LOT  2  DP 52383,$100.00 ,"r2 - remove existing woodburner and replace with new woodburner, flue & flue kit"
14158,Wellington,Wellington,30-Jul-16,362872,56 Lohia Street Khandallah  Wellington,56 Lohia Street,Khandallah,,LOT  17  DP 20872,$100.00 ,r2 - quick consent - installation of a freestanding firenzo encore ag dry woodburner.
14169,Wellington,Wellington,1-Aug-16,364429,89 Amritsar Street Khandallah  Wellington,89 Amritsar Street,Khandallah,,LOT  2  DP 366199,"$5,000.00 ",r3 - quick consent - installation of an inbuilt woodburner (masport bannockburn l2000) into existing masonry chimney.
14170,Wellington,Wellington,1-Aug-16,364744,8 Fernlea Avenue Karori  Wellington,8 Fernlea Avenue,Karori,,LOT  229  DP 2377,"$5,000.00 ",r1 - quick consent - installation of an inbuilt woodburner (masport bannockburn l2000) into existing masonry chimney.
14171,Wellington,Wellington,1-Aug-16,364006,12 Wellington Road Hataitai  Wellington,12 Wellington Road,Hataitai,,LOT  3  DP 4483,"$4,100.00 ",r1 - quick consent - installing new inbuilt wood burner (masport bannockburn i2000)
14173,Wellington,Wellington,1-Aug-16,364436,24 Athens Street Miramar  Wellington,24 Athens Street,Miramar,,LOT  5  DP 8678,"$2,000.00 ",r3 - quick consent - installation of a freestanding woodburner (firenzo encore ag dry).
14183,Wellington,Wellington,2-Aug-16,364747,240 Houghton Bay Road Houghton Bay  Wellington,240 Houghton Bay Road,Houghton Bay,,LOT  1  DP 83969,"$5,000.00 ",r1 - quick consent - installation of an inbuilt woodburner (firenzo forte flush ag08) into existing masonry chimney.
14218,Wellington,Wellington,8-Aug-16,365022,30 Robert Street Newlands  Wellington,30 Robert Street,Newlands,,LOT  3  DP 69013,"$5,000.00 ",r2 - quick consent - swapover from an existing woodburner to a new freestanding masport r1500p one using existing outer liner.
14223,Wellington,Wellington,8-Aug-16,364568,255 Queens Drive Lyall Bay  Wellington,255 Queens Drive,Lyall Bay,,LOT  2  DP 349635,"$2,200.00 ",c3 - quick consent - installation of a freestanding tropicair duo woodburner & flue system.
14247,Wellington,Wellington,10-Aug-16,365356,10 Bourbon Terrace Karori  Wellington,10 Bourbon Terrace,Karori,,LOT  33  DP 21445,"$5,000.00 ",r2 - quick consent - installation of a freestanding woodburner (pyroclassic).
14248,Wellington,Wellington,10-Aug-16,365378,5 Whaui Street Vogeltown  Wellington,5 Whaui Street,Vogeltown,,LOT  3  DP 10659,"$5,000.00 ",r2 - quick consent - installation of an inbuilt woodburner (firenzo kompact deco) into existing masonry chimney.
14252,Wellington,Wellington,11-Aug-16,363358,34 Perth Street Ngaio  Wellington,34 Perth Street,Ngaio,,LOT  2  DP 11580,"$250,000.00 ","r1-extension of west wing of existing building. partial re-roof. internal alterations including new bathroom,laundry and kitchen. installation of	woodburner pyroclassic iv"
14305,Wellington,Wellington,19-Aug-16,365125,9 Hillcroft Road Horokiwi  Wellington,9 Hillcroft Road,Horokiwi,,LOT  25  DP 52286,"$5,000.00 ",r2 - quick consent - installation of a freestanding masport mackenzie r10000 woodburner using existing roof flashings & liners.
14306,Wellington,Wellington,19-Aug-16,365233,10 Burnham Street Seatoun  Wellington,10 Burnham Street,Seatoun,,LOT  5  DP 11773,"$5,000.00 ",r2 - quick consent - installation of a bosca firepoint 360 freestanding woodburner.
14310,Wellington,Wellington,19-Aug-16,365501,45 Epuni Street Aro Valley  Wellington,45 Epuni Street,Aro Valley,,PT SEC  30  TOWN OF WELLINGTON,"$4,000.00 ",r1 - quick consent- new free standing wood burner and flue kit
14341,Wellington,Wellington,30-Aug-16,366868,45 Norwich Street Wilton  Wellington,45 Norwich Street,Wilton,,LOT  22  DP 19235,"$5,000.00 ",r1 - quick consent - installation of an inbuilt firenzo kompact ag serenity woodburner.
14342,Wellington,Wellington,30-Aug-16,366889,37 Seatoun Heights Road Seatoun  Wellington,37 Seatoun Heights Road,Seatoun,,LOT  1  DP 26326,"$5,000.00 ",r2 - quick consent - installation of a masport hestia 2 clean air freestanding woodburner.
14406,Wellington,Wellington,6-Sep-16,367175,16 Robert Street Newlands  Wellington,16 Robert Street,Newlands,,LOT  2  DP 22432,"$5,000.00 ",r1 - quick consent - installation of a pyroclassic iv freestanding woodburner.
14419,Wellington,Wellington,8-Sep-16,367114,83 Messines Road Karori  Wellington,83 Messines Road,Karori,,LOT  2  DP 30007,"$10,984.00 ",r2 - quick consent - install jetmaster (inbuilt) woodburner into existing chimney breast.
14422,Wellington,Wellington,8-Sep-16,367384,89 Balfour Street Mornington  Wellington,89 Balfour Street,Mornington,,LOT  1  DP 82555,"$4,100.00 ",r1 - quick consent - installing inbuilt woodburner (masport i3000).
14442,Wellington,Wellington,9-Sep-16,366104,45 Duncan Street Tawa  Wellington,45 Duncan Street,Tawa,,LOT  299  DP 9360,"$5,000.00 ",r1 - quick consent - installation of a metro wee rad base freestanding wood burner.
14450,Wellington,Wellington,12-Sep-16,366081,81 Oban Street Wadestown  Wellington,81 Oban Street,Wadestown,,Lot  1  Dp 8587,"$44,000.00 ",r2 – alterations to existing dwelling and new wood burner
14454,Wellington,Wellington,12-Sep-16,367626,43 Sunhaven Drive Newlands  Wellington,43 Sunhaven Drive,Newlands,,Lot  23  Dp 48370,"$3,000.00 ",r1 - quick consent - existing log burner to be removed. supply and install new.
14462,Wellington,Wellington,13-Sep-16,367533,22 Huntingdon Street Northland  Wellington,22 Huntingdon Street,Northland,,Lot  17  Dp 20263,"$5,000.00 ",r2 - quick consent - installation of an inbuilt firenzo kompact forte woodburner into existing masonry chimney.
14463,Wellington,Wellington,13-Sep-16,367824,624 Ohariu Valley Road Ohariu  Wellington,624 Ohariu Valley Road,Ohariu,,"Lot  4  Dp 463598 , Pt Sec  20      District Ohariu","$5,000.00 ",r1 - quick consent - new freestanding masport mckenzie wood burner.
14473,Wellington,Wellington,15-Sep-16,367961,3 Indira Place Khandallah  Wellington,3 Indira Place,Khandallah,,Lot  2  Dp 43442,"$5,000.00 ",r2 - quick consent - installation of an inbuilt woodburner (firenzo kompact ag forte) into existing masonry chimney.
14474,Wellington,Wellington,15-Sep-16,368023,34 Ariki Road Hataitai  Wellington,34 Ariki Road,Hataitai,,Lot  25  Dp 8453,"$5,000.00 ",r2 - quick consent - installation of an inbuilt woodburner (firenzo kompact ag deco) into existing masonry chimney.
14505,Wellington,Wellington,21-Sep-16,368468,4 Toru Street Lyall Bay  Wellington,4 Toru Street,Lyall Bay,,LOT  19  DP 1974,"$5,000.00 ",r1 - quick consent - installation of a freestanding woodburner (firenzo encore ag dry).
14506,Wellington,Wellington,21-Sep-16,368366,7 Rudyard Crescent Johnsonville  Wellington,7 Rudyard Crescent,Johnsonville,,LOT  1  DP 22619,"$5,000.00 ",r1 - quick consent - installation of an inbuilt woodburner (firenzo kompact ag deco) into existing masonry chimney.
14517,Wellington,Wellington,22-Sep-16,367931,426A Karori Road Karori  Wellington,426A Karori Road,Karori,,LOT  1  DP 25792,"$2,000.00 ",r2 - quick consent - installation of new metro xtreme rad freestanding wood burner.
14584,Wellington,Wellington,30-Sep-16,368996,38 Rodrigo Road Kilbirnie  Wellington,38 Rodrigo Road,Kilbirnie,,,"$5,000.00 ",r2 - quick - install freestanding woodburner (firenzo bronte leg)
14599,Wellington,Wellington,4-Oct-16,369003,25 Lacebark Lane Woodridge  Wellington,25 Lacebark Lane,Woodridge,,LOT  495  DP 450567,"$5,000.00 ","r1 - quick - install freestanding woodburner, wee rad woody."
14614,Wellington,Wellington,5-Oct-16,369543,138 Northland Road Northland  Wellington,138 Northland Road,Northland,,PT LOTs 19 & 20  DP 1698,"$3,700.00 ","r1 - quick - installing woodburner, freestanding metrofires wee rad woody."
14615,Wellington,Wellington,5-Oct-16,369590,8 Ranelagh Street Karori  Wellington,8 Ranelagh Street,Karori,,LOT  7  DP 8090,"$3,500.00 ",r1 - quick - installing wood burner (freestanding)
14630,Wellington,Wellington,7-Oct-16,364554,3 Mana Street Vogeltown  Wellington,3 Mana Street,Vogeltown,,LOT  3  DP 400146,"$40,000.00 ",r1- remedial work to existing foundations. replacement of window and walls.  new wood burner.
14660,Wellington,Wellington,11-Oct-16,368792,30 Brooker Grove Newlands  Wellington,30 Brooker Grove,Newlands,,LOT  9  DP 26008,"$18,000.00 ","r2 - addition of deck, stairs and woodburner"
14715,Wellington,Wellington,19-Oct-16,368848,54 Truscott Avenue Johnsonville  Wellington,54 Truscott Avenue,Johnsonville,,LOT  4  DP 42462,"$5,500.00 ",r2 - quick consent - replacement of a wood burner into the lower living room.
14741,Wellington,Wellington,21-Oct-16,368337,43 Amritsar Street Khandallah  Wellington,43 Amritsar Street,Khandallah,,LOT  2  DP 354591,"$60,000.00 ",r2 - extension to deck; remove & replace windows and doors; internal alterations including new stair; remove walls; new beam; new bathroom & new wood burner
14764,Wellington,Wellington,25-Oct-16,370678,24 Orchy Crescent Southgate  Wellington,24 Orchy Crescent,Southgate,,LOT  69  DP 44306,"$5,000.00 ",r2 - quick consent - installation of a freestanding woodburner (masport r1600).
14830,Wellington,Wellington,1-Nov-16,370692,92A Tannadyce Street Strathmore Park  Wellington,92A Tannadyce Street,Strathmore Park,,LOT  1  DP 339734,"$5,000.00 ",r3 - quick consent - remove existing woodburner and replace with a new freestanding jet master 700d open fire using existing flue outer liner.
14837,Wellington,Wellington,2-Nov-16,371384,15 Hampton Hill Road Tawa  Wellington,15 Hampton Hill Road,Tawa,,LOT  125  DP 10265,"$5,000.00 ",r2 -  quick consent - install new evolution pellet wood burner in existing dwelling
14846,Wellington,Wellington,3-Nov-16,371807,85M Seatoun Heights Road Seatoun  Wellington,85M Seatoun Heights Road,Seatoun,,LOT  14  DP 386227,"$5,000.00 ",r1 - quick consent - installation of a new freestanding bosca firepoint 360 woodburner.
14847,Wellington,Wellington,3-Nov-16,371755,14 Rothsay Road Ngaio  Wellington,14 Rothsay Road,Ngaio,,LOT  65  DP 2192,"$5,000.00 ",r2 - quick consent - installation of a freestanding woodburner (bosca firepoint 360)
14848,Wellington,Wellington,3-Nov-16,371430,209 Darlington Road Miramar  Wellington,209 Darlington Road,Miramar,,LOT  4  DP 10849,"$5,000.00 ",r1 - quick consent - installation of an inbuilt woodburner (firenzo kompact ag forte) into existing masonry chimney.
14862,Wellington,Wellington,4-Nov-16,371814,31 Baylands Drive Newlands  Wellington,31 Baylands Drive,Newlands,,LOT  58  DP 24567,"$5,000.00 ",r1 - quick consent - installation of a freestanding woodburner (masport r1500 leg).
14929,Wellington,Wellington,17-Nov-16,366432,751 Takarau Gorge Road Makara  Wellington,751 Takarau Gorge Road,Makara,,LOT  2  DP 363860,"$9,700.00 ",r2 - quick consent - installation of a wetback woodburner woodsman brunner mkii & new hot water cylinder.
14948,Wellington,Wellington,21-Nov-16,372846,121 Volga Street Island Bay  Wellington,121 Volga Street,Island Bay,,LOT  39  DP 1892,"$2,800.00 ",r1 - quick consent - installation of a free-standing bosca limit 380 woodburner.
14982,Wellington,Wellington,24-Nov-16,372662,3 Severn Street Island Bay  Wellington,3 Severn Street,Island Bay,,LOT  1  DP 379849,"$5,000.00 ",r2 - quick consent - unit 14 - installation of a freestanding woodburner (masport r1500ws).
15038,Wellington,Wellington,1-Dec-16,373604,44 High Street Island Bay  Wellington,44 High Street,Island Bay,,LOT  4  DP 2046,"$5,000.00 ",r1 - quick consent - installation of an inbuilt woodburner (firenzo athena bay ag) into existing masonry chimney.
15039,Wellington,Wellington,1-Dec-16,373607,23 Kingston Heights Road Kingston  Wellington,23 Kingston Heights Road,Kingston,,"LOT  1  DP 24468 , PT LOT  2  DP 24468","$5,000.00 ",r2 - quick consent - installation of a freestanding woodburner (masport r1500ws)
15040,Wellington,Wellington,1-Dec-16,373602,55 Satara Crescent Khandallah  Wellington,55 Satara Crescent,Khandallah,,LOT  50  DP 58160,"$5,000.00 ",r2 - quick consent - installation of a freestanding woodburner (quadra-fire millennium 2100 acc)
15111,Wellington,Wellington,12-Dec-16,367466,60 Kingsford Smith Street Rongotai  Wellington,60 Kingsford Smith Street,Rongotai,,LOTs 17 & 18  DP 21360,"$20,000.00 ",c1 – new woodfire pizza kiosk in 2 retrofitted shipping containers. modification granted with respect to clause c3.6.waiver with respect to clause d1.
15127,Wellington,Wellington,14-Dec-16,372687,40 Owen Street Newtown  Wellington,40 Owen Street,Newtown,,LOT  1  DP 486116,"$80,000.00 ","r1 - alterations to single storey dwelling. walls removed in kitchen area, laundry room upgraded & north wall fire rated. new bosca firepoint 360 freestanding wood burner."
15169,Wellington,Wellington,19-Dec-16,375246,9 Brydon Way Paparangi  Wellington,9 Brydon Way,Paparangi,,LOT  4  DP 32584,"$5,000.00 ",r2 - quick - replacement of existing wood burner with free standing masport r5000.
15183,Wellington,Wellington,20-Dec-16,375189,73 Allington Road Karori  Wellington,73 Allington Road,Karori,,LOT  12  DP 42254,"$5,000.00 ",r2 - quick consent - installation of a freestanding woodburner (firenzo bronte top outlet ag ped).
15192,Wellington,Wellington,21-Dec-16,374865,5 Trinidad Crescent Grenada Village  Wellington,5 Trinidad Crescent,Grenada Village,,LOT  170  DP 60824,"$5,000.00 ",r1 - quick consent - installation of a firenzo encore ag dry freestanding wood burner.
15258,Manawatu-Whanganui,Pukekohe,2-Feb-16,B/2015/12088,15 Niccone Place Bombay Auckland    2675   Pukekohe,15 Niccone Place Bombay Auckland    2675,,,,"$400,000.00 ",rbw: new four bedroom home with attached double garage and two living areas plus solid fuel heater.
15402,Manawatu-Whanganui,Takapuna,3-Feb-16,BP-1255524,2/ 299 Rangatira Road Beach Haven 626 Takapuna,2/ 299 Rangatira Road,Beach Haven,626,,"$100,000.00 ","alterations and additions - residential rbw:  addition: lounge, dining, kitchen, en suite, wi wardrobe and deck. alterations to existing house. new solid fuel heater."
15403,Manawatu-Whanganui,Takapuna,3-Feb-16,T1255524,2/ 299 Rangatira Road Beach Haven 0626   Takapuna,2/ 299 Rangatira Road Beach Haven 0626,,,,"$100,000.00 ","alterations and additions - residential rbw:  addition: lounge, dining, kitchen, en suite, wi wardrobe and deck. alterations to existing house. new solid fuel heater."
15412,Manawatu-Whanganui,Takapuna,3-Feb-16,T1256001,62 Vauxhall Road Devonport 0624   Takapuna,62 Vauxhall Road Devonport 0624,,,,"$4,990.00 ",fireplace remove old woodfire and flue. installation of new masport woodfire and flue system.
